State/ Territory1,suburbName,"value1","value2","Tax on taxable income
$","value3","value4","Australian annuities and superannuation income streams taxable component untaxed element
$","Reportable employer superannuation contributions
$","value5","value6","value7","People with private health insurance
no.","Work related travel expenses
$","Total work related self education expenses
$","value8","value9","value10","value11","value12","Net rent3
$"
VIC,3788,1079,77356309,18107799,1445459,55810204,908958,934584,922736,506525,3991441,588,75784,72953,1502433,219499,1607852,10147411,3430407,408347
VIC,3789,169,14945019,3867487,281918,9748766,248428,158210,87441,99759,478344,117,38063,16419,255605,89854,456899,1266781,869880,178505
VIC,3791,897,59844565,13403265,1135369,45203096,242711,873425,991820,569420,4059130,526,100137,43317,1373977,141663,2223573,106164326,2255607,232607
VIC,3792,628,43739806,9809880,817657,31074604,228730,520042,607152,610784,2331315,368,40641,11132,857452,124593,565326,5391150,1607979,232563
VIC,3793,2129,127262925,25664580,2317764,93875075,340604,1581405,1316980,1248169,7721702,972,205785,83176,2901553,306717,2506814,22188075,5955206,976086
VIC,3795,904,57736931,12113187,1065337,36456866,199754,932198,997195,1057231,2723458,492,82308,38154,1021483,117581,1409178,14214458,3619648,756077
VIC,3796,5941,357689288,70147938,6601546,290033011,1285357,3597258,3335401,1482101,20479875,2749,747266,288006,10199833,673294,5078732,50399811,10422967,339213
VIC,3797,2037,109510786,20120029,1957715,87289754,420440,933263,835438,951092,5022568,712,250689,81988,3149969,195187,1370322,16908369,3476401,668099
VIC,3799,3211,164573859,28632778,2891521,128405198,504565,1274078,1244349,1041264,10017565,997,376683,158520,4410338,311540,2856061,28454195,4902587,650007
VIC,3802,13969,769839446,143577424,13744358,628110198,2401376,7462138,3796412,3054684,72287864,5874,1045274,829995,20862266,1780831,18450308,212935113,40249163,35202
VIC,3803,5998,306399000,53344653,5267680,243284745,644107,2351901,663121,1274420,26690027,1676,544863,466886,8511102,727492,4050092,58344097,11127027,-269789
VIC,3804,5372,433599135,109392171,8228876,270828282,633052,5010244,5395341,6558667,22596287,3396,523728,274349,8469589,665481,45537221,55422365,27520394,497153
VIC,3805,33707,1933204893,370680918,34774329,1598841681,4118465,14861822,8404760,6774969,136232754,13279,3602883,2246075,55305177,4130659,25366738,287853023,68487092,-8615754
VIC,3806,30743,2439971354,617126702,45806312,1638254060,5131747,20942140,16314398,21892788,115988687,17397,2834815,2294519,52535920,6739812,49260898,245237408,92512780,-8961715
VIC,3807,4814,345934441,78048009,6509632,270256783,759131,3994086,3379276,4131728,16616473,3007,564756,343581,8866612,551160,7179953,78277043,13633828,-1220309
VIC,3808,1977,171412746,44644029,3268694,105900968,739203,1980878,2547817,2763585,5135442,1360,312883,80429,3288211,220100,6612157,18658569,7908573,182844
VIC,3809,11655,726562099,142435085,13360666,644774341,882699,4426642,2080790,1451638,48680487,5239,1447145,1148038,23250489,990976,8924708,60016254,16815249,-2902530
VIC,3810,30997,1718965455,315321949,30215326,1469377092,4024264,11156843,6748355,6549040,107179774,10770,3916338,2150509,53740336,2913022,15205270,180722586,38517979,-3326953
VIC,3812,1538,95496718,20355030,1795910,70085363,271857,950055,1210145,1040384,3800274,798,211556,78562,2312019,201030,4027032,14900090,3378499,65876
VIC,3813,595,33445774,6413775,611973,25584991,81130,351335,477420,357364,1599414,294,55508,40843,1029924,45971,1160599,3265294,1477773,200105
VIC,3814,1500,90510812,18360277,1660118,69915714,153739,962174,671759,1172508,4126001,746,84310,49636,2229754,144650,2585420,15836563,2613390,179697
VIC,3815,2099,123384006,24329841,2279623,99435852,398998,1128721,1641048,750494,4905833,994,285555,103586,3697284,169418,2432056,30517338,4235508,255694
VIC,3816,1777,97676982,18368205,1763474,75643814,188898,552015,843435,457255,4199940,630,337369,90222,3067756,102158,756600,15704428,2478258,196387
VIC,3818,9609,524903148,98823096,9404196,419689094,1968657,4353705,5014143,3107286,28339277,3744,1285081,508243,15231269,999009,11780658,94361421,14271197,2239150
VIC,3820,11904,725968349,148136510,13127358,566355736,3223341,8635851,6694126,7084563,42508002,5233,1810693,762474,19909309,1659273,17548858,95145088,22175581,2498934
VIC,3821,1898,114223366,25800463,2168525,76479937,193643,1251541,2084193,1453007,6689814,858,193893,91384,2433525,240672,5563653,30911016,3938042,513331
VIC,3822,612,34916257,6891735,638894,25416693,112966,394242,426492,311210,1238343,252,24174,24639,769960,44295,802656,7618839,1187515,236858
VIC,3823,1258,71255554,14221849,1298154,56352595,568172,713646,849648,454458,3966753,504,154796,79277,1808715,146103,2571475,17038988,2427581,463903
VIC,3824,3085,181604234,37475377,3285789,148585970,372337,2394181,1287294,1773478,8390620,1242,375207,132829,4752615,324892,2562179,23101645,5709088,1080587
VIC,3825,10743,600663529,115931303,10628519,506893220,1566211,7526953,3518636,3205973,24073708,3830,1149914,497643,16276371,1087921,15633499,59925610,15738371,1483865
VIC,3831,1131,66474838,14121509,1210438,47148307,228680,551857,583717,551660,2585245,489,126532,91478,1613085,157322,3657050,15237087,1972909,302582
VIC,3832,143,7216157,1353565,127506,4494609,35599,30763,188470,60955,378686,70,10501,5046,176977,17038,264646,1870584,266718,79483
VIC,3833,195,7556896,1171956,120568,5464722,160162,125904,39700,58949,770876,66,29629,6064,209168,19210,114153,1210566,372078,104565
VIC,3835,331,17715912,3475871,312987,12501012,53654,234105,283013,171602,785906,147,30986,16134,475838,16835,1035455,4994236,595750,195117
VIC,3840,8353,458861053,88588918,7981435,364380519,835458,5623430,3312956,3203949,18577863,2623,724700,354878,11167880,759504,17674341,60886923,11535361,1402466
VIC,3842,2451,130395612,23747371,2261132,112711060,354145,1331254,673374,410424,7782659,711,185869,147209,3690908,282702,1698901,12355877,2693705,215287
VIC,3844,18045,1189982346,252988060,21752002,1005535774,3358294,17373026,8832741,10446864,51482525,7797,1890903,1450747,31710736,1785217,23078658,148668435,33320494,477675
VIC,3847,1229,62987145,12175493,1168867,54776613,352877,686302,521474,281963,2497602,397,158082,86030,2087156,74485,831873,16854759,1511157,166694
VIC,3850,8628,526824225,108692078,8737373,418435917,6740112,5595927,5191628,3583719,27916097,3522,806959,831167,14643154,1156725,9283980,67255736,20374482,1632372
VIC,3851,2811,153840583,31642218,2776884,122793843,1026737,1882371,2054503,1240296,5679635,1196,299066,132370,4063646,195281,5339666,43649611,6605142,853279
VIC,3852,107,7521137,1527976,38186,7276430,4222,10732,64830,3828,1204356,26,3341,18200,174543,9316,72389,180788,239297,-731
VIC,3853,79,7835885,2312246,139943,4539192,0,65588,74502,51825,129696,42,10361,500,163627,11125,225891,1018082,344707,-50003
VIC,3854,913,58882024,12858521,1114765,51455829,36853,1080542,695114,448537,1669981,431,69849,24331,1541414,75161,1302708,10197844,2065809,129597
VIC,3856,650,38660603,7823869,700606,34685561,116749,426254,193683,156751,1164472,244,62282,37689,1153873,34620,449028,4699315,632954,10674
VIC,3857,221,12085355,2575451,231839,10057743,63284,150782,110120,49972,1189089,83,15349,5792,300372,10236,336223,5978985,193711,24483
VIC,3858,1723,86244321,17443622,1614462,72521854,177773,982275,1139225,667513,3184079,580,245965,104272,2669219,97033,2123770,15541421,2758352,347366
VIC,3859,495,23031141,4570078,433907,17616275,47007,180345,446025,363618,1224426,189,74176,53584,835508,20797,840014,12096570,1270746,61822
VIC,3860,4303,232880354,45313954,4181464,192662381,1225684,2346691,2272481,2061298,10087957,1497,1053113,248839,8271244,336166,4887895,45730739,8557440,1279842
VIC,3862,2077,111835685,21496298,2013105,94711123,775648,874650,960445,583881,5775151,706,338057,194664,3727966,142534,2562047,25451948,2550363,307554
VIC,3864,122,5062472,813613,86277,3680464,25034,10841,45000,17623,159479,26,2187,3550,117278,9000,124122,735148,156137,47979
VIC,3865,342,16148978,2615064,275886,13849053,42602,108685,200773,97972,546341,75,117206,8020,596847,41486,49201,1403191,540263,174690
VIC,3869,1112,70782834,14922919,1302168,59722796,84080,1129491,679985,519326,2732643,494,88644,60771,1812326,169871,1838284,10558655,2326187,118991
VIC,3870,725,37274159,6890399,659472,31651657,20611,403222,308936,188084,2085503,244,47815,35320,1025847,128597,763517,4961125,1041950,120184
VIC,3871,1631,90649485,17911537,1611897,71390629,536224,922684,1267913,702101,4471720,703,141373,83717,2307651,230125,1641845,17940711,2968703,549940
VIC,3873,212,10651427,2195183,200002,9417353,0,187337,95507,71097,387655,92,7303,4673,337054,19052,241683,2416908,618139,204093
VIC,3874,363,42924915,14728864,812383,13224440,94570,139040,427857,6512331,543753,153,32961,13829,408744,25934,1080378,4150804,917324,262661
VIC,3875,11302,583998574,106330681,10206572,449533941,3268075,6213480,6811930,5860213,23904139,3730,1368409,649764,14958496,1162886,10274656,108339639,21244661,5218939
VIC,3878,735,38337865,7329949,676399,26703019,560797,665236,441333,400855,2042475,282,88323,28785,838107,97697,2233831,6056481,1285630,289836
VIC,3880,2282,115891386,22431041,1944218,74092629,1912463,1284263,1473418,2597053,3783411,938,156475,125146,2398725,996462,5965566,16235895,5112649,1124406
VIC,3882,755,38945782,7029115,690480,31140892,353321,438218,179114,358160,1338951,250,133847,20584,1172782,35903,522873,6536866,898270,203297
VIC,3885,1102,52254273,8962214,915479,42837583,120143,659300,718546,151684,2374851,261,121951,35645,1423060,71460,848536,13729264,1597453,191995
VIC,3886,216,10592330,1907327,184611,8390576,0,86532,82705,40224,241872,54,35426,29227,290297,11241,14803,2058463,192652,53679
VIC,3887,180,6975350,1046293,108772,5415408,85424,21618,47400,30758,417335,28,19544,0,182075,6619,113534,1439313,142272,30802
VIC,3888,1823,88232449,15621977,1513216,63701221,507338,1404937,1226253,1037368,4131074,462,165020,74628,1933611,120816,2127836,18586760,2912259,831986
VIC,3889,71,2295230,341333,34183,1326304,57967,8307,1800,11269,51693,15,2124,3649,42228,3288,97820,479741,26238,-3543
VIC,3890,161,7697062,1374255,127538,5230142,35475,115328,107000,34516,151538,49,31628,4646,135095,9554,551044,813488,231840,45250
VIC,3891,79,3022678,457654,49257,2186210,0,31454,71230,15765,81217,19,6491,0,64288,10299,234472,2246390,127227,61323
VIC,3892,630,30631282,5684093,529443,16307986,755029,329235,708656,336064,1474077,221,22956,15300,463658,56947,688887,10346189,1468205,504314
VIC,3895,123,4924857,847510,86135,2803441,22349,47979,223940,42406,163578,39,5600,5436,110695,4547,38604,3209255,99032,37388
VIC,3896,229,11991634,2271411,210333,8312620,16368,139057,286542,207609,787791,77,3677,21989,231462,16712,602539,2541998,631600,150469
VIC,3898,405,19928610,3626275,353235,13971834,150122,136373,251314,191203,906452,162,29681,7390,449035,39331,604031,4796290,792554,189160
VIC,3900,107,4965825,943684,88721,2322637,2978,13919,235755,37112,9563,41,7754,5460,91498,2850,43875,2676428,178767,90069
VIC,3902,228,10843684,1926436,191730,7459364,31116,234865,179879,179101,409271,78,11930,6147,260314,14858,762756,19400675,396381,101758
VIC,3903,444,22187143,4241468,379607,15821769,120717,235960,185630,252674,914211,155,40360,20499,548688,40339,655448,4952076,678636,77615
VIC,3904,1050,56162189,11437832,959719,37401943,910381,402267,777832,657585,2093205,494,110879,26881,1210562,112859,1898878,9950797,2160165,291029
VIC,3909,4388,214171957,38488761,3590883,149338864,1972633,2784243,2933927,2589635,8226486,1366,367530,273196,5025387,482978,6497168,34751864,7531883,1860331
VIC,3910,14217,887157329,176839299,16432176,746969862,3302419,10119844,5957717,4212609,47032980,7519,1981040,723641,27316034,1330211,15544741,94618357,28001913,-326325
VIC,3911,2174,139229783,28920601,2544987,100928761,400566,1401313,1567685,1908308,6979383,1084,261787,80704,3793551,306609,4368554,16289486,6681346,714438
VIC,3912,9427,589599434,120723338,10807003,452912679,2758841,6413899,5073632,7203508,27914374,5027,1533108,448055,16895021,899269,10371697,85505527,20946908,1741530
VIC,3913,2261,141850575,29503162,2582347,102059868,514863,1816188,1845683,1765444,6634173,1270,315379,115866,3871743,235456,3394486,19359204,5301040,874148
VIC,3915,5416,312350119,61400040,5326291,242066181,2120154,2552070,1831829,1993698,13926940,2071,696826,324320,9358785,423202,13467741,32438572,7143404,453302
VIC,3916,644,64104116,18890685,1217715,27953024,654871,593896,1762701,2917438,2089842,475,56822,5526,766045,650931,5691283,9243924,2978378,746131
VIC,3918,2535,148333784,29014980,2624870,115743735,1466198,1621102,1613530,979248,6728558,1320,313750,143120,4119208,287247,3669007,26139871,5050389,626579
VIC,3919,1900,103594106,18350504,1798808,87339666,1080840,882528,320748,270080,5615490,668,291770,77741,3691972,127273,880622,12111432,2119699,-110651
VIC,3920,497,28199067,4923948,210263,27982275,76553,72626,8179,1581,2388001,140,12088,40989,773604,26080,58566,155585,596788,-75909
VIC,3921,69,3553806,848025,60758,2258704,39000,7692,25000,62413,62726,28,7080,2950,61382,20412,166915,2481297,240668,115102
VIC,3922,5552,299228115,59242629,5121625,190345989,2301679,3014271,4970813,4561927,14909234,2612,362781,267900,6636030,618510,19231837,64511142,12527372,1955149
VIC,3923,442,26968854,5897888,475053,14346445,374965,426723,572273,651485,1085262,265,6828,8703,395570,96565,1246590,8654432,1377293,395906
VIC,3925,2554,149146273,29978784,2663945,100749378,480171,1960040,2824065,1925504,7447100,1241,276452,174863,3854205,246518,7093745,34123962,6783796,1223238
VIC,3926,2196,207007726,60007757,3907900,94449125,1842557,1974789,2657526,10017327,7342737,1560,129346,93527,2840658,508584,22595718,23765606,8428926,1964507
VIC,3927,1071,97652428,27736280,1810601,44839829,869969,911882,1405850,1534693,3313818,754,45030,60036,1228760,271352,26249078,11757077,3557453,602139
VIC,3928,316,36908356,11974302,722317,13295860,184225,150567,860013,1953586,1485335,242,32052,7809,312287,113537,3916702,6173199,1390672,551541
VIC,3929,700,67158801,19114542,1259573,23427274,398473,590446,2067259,3210083,1587462,574,15083,2417,621111,588669,8497640,14353493,3531990,949220
VIC,3930,11458,1124846154,318092027,21440100,653626577,5645016,11884594,15057709,25952996,36391345,9009,1147276,653042,18774382,5652204,102923191,154264201,45289852,2341560
VIC,3931,15042,979556454,215487844,17692544,681794941,9467401,10859666,10382563,13277345,44107700,9193,1509442,772033,23257181,2304270,40488575,133153873,38152132,4246328
VIC,3933,732,58339539,15092748,1098589,30979386,117071,485730,1032149,1703699,2093373,511,56989,16984,940344,101934,2062824,18194399,2823857,528126
VIC,3934,11863,913788698,223006337,16996746,585960646,5134283,10212275,13837317,15462669,35243532,8281,1201249,624631,19829797,3687341,60783045,135487423,36067371,2843112
VIC,3936,7644,475574028,102636819,8518255,309450609,3623220,4949948,5831299,10183546,22210167,4282,854063,334326,11810750,965195,19156540,72550395,22743577,3901848
VIC,3937,1067,109340247,31961052,2093556,54349575,1057833,1131775,2405195,2592165,3833254,823,64342,76858,1396806,1080735,10661231,20751161,4266621,916246
VIC,3938,2066,119851607,24452067,2129933,79114159,1022899,1853303,2414625,1674837,6729846,1314,197177,78042,2610924,310972,4478574,17631093,6081682,1175818
VIC,3939,8606,469627534,90583294,8225594,329056751,3849023,4483413,5579864,4690728,24407142,4088,877070,431307,11930433,1256979,14514470,88693706,16855165,2866696
VIC,3940,2364,115403072,20190826,1890913,77586080,2109997,630843,893388,1470034,5937273,993,268103,81985,2837547,682388,3594886,17535050,3523174,584266
VIC,3941,7659,445620022,91277967,7894592,287020337,3725000,4392095,5803604,5814388,22171491,3855,741206,255415,10345232,986897,17511460,100154972,20070208,2919030
VIC,3942,1637,117870312,29207130,2140169,58867807,1234469,1141148,2617195,2664760,4468313,1162,128431,43878,2134384,748701,11764380,18821964,5791467,965464
VIC,3943,1227,119426524,35158453,2231578,39874488,1050231,1349633,2339445,7177152,3820738,1002,46755,24595,1014098,3142866,11926741,24557229,9968073,3236132
VIC,3944,559,123671075,45635653,2426055,22457406,187426,521338,1523343,5739719,1328008,495,35463,16010,519095,8536829,44129209,17080362,3513133,933073
VIC,3945,666,35030625,7145784,625005,24561826,100906,268143,710387,947350,1439238,306,82818,15204,792635,67664,1253462,10490761,1508798,148112
VIC,3946,161,8776256,1788136,157342,5415808,0,68990,405685,61175,168581,90,1763,19271,112478,9547,225352,1817468,348079,95530
VIC,3950,2832,151097368,28883442,2666811,112371151,646516,1543978,1586684,1424994,7944904,1024,265796,113742,3743937,289648,6865057,25072786,3660448,563926
VIC,3951,655,35838520,7175913,649712,22275189,328675,357477,745202,272720,1494640,285,52313,21280,592345,48813,1797361,8079896,1793174,459868
VIC,3953,4781,254595039,48009148,4494168,176951430,795107,2803957,5632357,3147737,11861172,2033,477003,226892,5637955,767695,7025229,74403667,8239483,1866568
VIC,3954,265,15083825,2957112,268184,9223011,126005,316377,279604,368892,590954,147,39437,33554,319401,60440,694872,4308899,538325,63902
VIC,3956,1660,86995917,17192324,1544559,52797400,403669,507648,1851294,695351,4288026,773,99576,54435,1849498,166723,2435523,27494875,3644199,1055409
VIC,3957,207,9388020,1749956,178151,6325037,141652,99718,367079,130593,581111,73,20765,2804,246433,23322,208524,4534325,148117,44298
VIC,3958,167,8780505,1760045,157608,4819479,0,140139,20076,43063,466079,60,7556,7034,167809,9402,279969,2510774,337392,86829
VIC,3959,740,38157297,7852227,702205,23938938,92574,489350,1140594,351051,1869166,361,39161,44691,810205,119850,1792583,10635617,1890347,691688
VIC,3960,1550,78476239,15333123,1379385,50433399,615034,999482,1984667,1210573,2925265,674,87014,67772,1738867,447853,2860876,26140945,3368308,874417
VIC,3962,513,24289175,4583086,428085,17788748,170630,245579,484795,125254,947408,167,32390,15285,569031,27445,795359,10358930,731078,59753
VIC,3964,107,4889594,780122,86552,3822727,0,48824,247678,15402,139242,33,292,4075,131405,3637,26506,1588989,94819,6479
VIC,3965,114,5319799,949093,91575,3873620,0,56446,140485,20121,103792,45,18014,0,129306,3340,260945,1057391,236754,20084
VIC,3966,332,16020552,3310278,283833,10500970,86105,110166,219177,201708,432500,117,47387,9351,409972,11704,378498,5807673,641420,184899
VIC,3967,76,3527957,683442,65510,2138132,0,20849,85000,73367,74308,29,10516,9885,100962,4093,405,2588097,238686,123708
VIC,3971,2241,100302280,18029029,1742182,78575980,557455,1103698,1846490,731193,3891198,694,199544,117353,2866016,174509,2945320,29427881,4261477,741268
VIC,3975,10274,616117646,118606174,11149025,541269528,783785,3723587,1782349,921236,39898362,3904,1073520,980527,18129031,1335358,10845938,75749181,29766969,-6930666
VIC,3976,13887,687812366,113407826,11682455,585218502,1054635,3943032,1355479,911625,50677178,3239,1360151,794155,19701466,1803979,6845887,88043565,17506222,-2488833
VIC,3977,65817,3729662618,691551786,66789198,3210912303,6353521,23331923,13731771,9416041,202831250,23121,7937266,4539284,114260349,6765411,47343930,459824111,110387003,-14999647
VIC,3978,25294,1475612888,275945909,26493783,1310821303,951629,5658558,2804516,1951894,81812305,9043,2925394,2844732,49115003,2928300,19276537,175929319,37409385,-6667871
VIC,3979,231,11417633,2040038,199424,7230256,89721,152771,332596,211154,574911,113,3657,7337,230455,18684,367817,3391220,331853,147347
VIC,3980,2094,128222815,25713692,2371865,99794534,320975,1209204,823361,1212193,4379003,886,314341,96284,3758628,153001,2970655,18428504,4381933,468782
VIC,3981,3143,174553109,32770095,3204968,141412928,105839,1315269,1443625,1319446,6106625,1242,527258,95274,5403648,237551,2561088,37108525,5229751,616239
VIC,3984,3991,215288666,40485795,3889385,169087877,528817,1348000,1294285,1423905,9049614,1383,551363,141822,6784872,302072,6008154,42023560,6191265,1224516
VIC,3987,949,55912572,11427068,1027609,42457655,0,401459,187903,287758,2204976,358,110263,42571,1526748,63173,974324,10417459,1127689,-132687
VIC,3988,680,34509955,6296885,615241,25023331,69659,386169,718275,115557,1506584,313,137508,45702,1018679,43010,936917,12966722,811932,244289
VIC,3990,99,4876484,877591,88981,3144676,69363,2648,128491,66603,203598,57,6246,11592,144364,3885,59691,1380217,394924,23222
VIC,3991,251,12040609,2108258,202395,9086974,0,53481,77720,65758,581521,93,68338,1840,366523,17018,601932,3715145,465444,49999
VIC,3992,689,34982506,6343224,622382,27513212,14800,248136,355248,122697,1960838,215,68473,41720,1175681,51442,485165,9631182,814510,9657
VIC,3995,6196,318829176,60491166,5512428,217709768,2018955,3005853,4220547,2379816,16460984,1967,459554,291202,8284015,3605224,26319486,56749900,9180813,1693198
VIC,3996,3695,242585239,56643454,4398745,146145874,2247744,2745941,5623196,3722666,10550733,1999,266556,152158,5179182,803033,25696057,45716750,9892950,1560526
VIC,VIC other,1955,130729097,29819335,2335908,100037134,829771,1270143,1413703,1083283,5822053,1002,265002,115206,3590877,228239,2626964,18868434,6900219,309967
WA,6000,10468,767967659,184979161,12140229,636538970,1957509,5879035,4496036,4720974,46848810,5580,1798597,1704207,16214263,1725049,15719163,106279712,27942979,-157546
WA,6003,2923,209433188,47216980,3661167,173784264,866326,2795413,1260385,1679536,16306355,1698,528759,550980,5021705,307240,3294487,45920968,7204725,-152893
WA,6004,8443,695131041,175032539,11588819,573346030,2452136,6822249,4873906,4705267,31148134,5066,1114672,1739814,13530690,1701795,12622951,99393882,28648275,-1855546
WA,6005,4447,394638714,100570887,6841069,311205672,1408358,3332985,2481784,5316112,27371060,2890,448847,907101,7064381,1451421,11079824,33056528,14452806,389658
WA,6006,6133,535206678,137355089,10326179,420454129,2390654,7229247,4712014,4470148,34237461,4933,362849,882445,9008400,1130999,12321665,78396065,23932562,466973
WA,6007,5439,545474804,148223020,10268019,400966183,1884060,8682644,6169257,4245644,33806760,4292,461953,951258,9045865,1259434,14372985,83876116,23082470,305610
WA,6008,10330,1094075341,311317341,20357293,741029838,7026990,16591030,16382140,13281752,56331411,8513,540643,1550480,16404849,4315950,40891635,181118816,47464570,2436044
WA,6009,11862,1810907218,615989648,34667354,795413862,11423826,23045593,22968859,54860938,60435350,9808,446486,1074537,19515972,9016551,149529295,477985373,80286680,8586312
WA,6010,12180,1533886107,479046553,28017967,839276311,14096657,18486283,23373054,40883960,54947013,10402,590876,1407589,18166146,7874803,110895880,250743969,63634423,5971072
WA,6011,6648,1527746573,562284295,29765512,487432545,6582724,12027102,19410907,73917809,29467548,5820,339976,628109,10700101,499634018,188926615,217268467,40866266,3471237
WA,6012,5802,895909195,302742905,17080535,401390317,3585837,7396816,10613612,25233004,25992596,4719,394212,636759,8568732,5116452,57375144,127950366,28793843,1886147
WA,6014,14579,1506767783,425039318,27784059,1019054688,10996610,25576616,18989697,17989016,57378841,11752,671040,1229405,21492915,4548894,60021177,221329105,62088320,2148176
WA,6015,4775,742207682,246218209,14244398,336527018,3783993,7817468,12522386,20678992,17324898,4285,182444,420839,6486744,2592222,40932900,120603620,31939189,4896994
WA,6016,6844,592855958,146871517,10671299,476250400,2138571,8923462,5336126,3759362,26947131,5038,381887,768841,11127475,1035120,7340376,107693673,24407054,473542
WA,6017,3266,207481704,41992174,3313287,172929444,349366,1588235,1029661,1249272,11494182,1763,353147,433159,5356569,343309,3496094,66345680,5798506,154922
WA,6018,26969,2285161844,569132646,42835548,1778494996,13319569,33294817,23767712,18731729,104882255,22076,1887066,2991149,42099011,4245046,58490184,276100642,98873821,-1022331
WA,6019,16376,1427812776,358677972,26377701,1111842628,7933749,17241061,13214754,11444168,65904369,12766,1673654,2052846,28343352,2465177,37313164,148234360,57393051,-709537
WA,6020,14748,1359162802,365377625,25782694,881756506,11028537,22245979,21815893,30973366,45494582,12859,709441,953770,19108747,3067609,51932752,145575681,68495801,3230073
WA,6021,13178,950138606,216435238,17488024,721591317,2751361,11033914,9351878,8435625,43665140,10001,736164,966521,17627805,1531401,16556901,131765322,50566571,3917692
WA,6022,3281,211981188,44251935,3884403,176749822,1850425,3071544,1499426,778366,9688393,2470,186687,253950,4681387,393248,2672690,22108300,8414472,-33397
WA,6023,10173,791536808,189746887,14847418,610231592,5924199,13149621,9595832,6052909,30180451,8647,497467,617144,13003797,1467764,17638526,71357210,36062630,135294
WA,6024,8543,551601740,115278766,10105066,466360522,4774982,8285882,4104839,2360139,23803582,6508,559120,595154,12152155,1321334,6781235,46671172,18712298,-913970
WA,6025,20349,1559308095,368052015,29162170,1205962077,9727820,22236592,16004696,13228018,64222463,16275,1358032,1507397,28619829,2506902,33475055,159524939,65799518,-3851412
WA,6026,14591,1024554295,228083015,19117964,834553451,8324832,20542308,9610218,5391559,44816092,12124,636682,730024,17373534,1807144,16878443,93038811,38027971,-3210535
WA,6027,27760,1952351252,434264688,36092656,1588749891,10978288,26920649,16741921,11676392,88056252,20635,2164105,2162549,38883906,3333435,36100580,219634546,75124407,-7769580
WA,6028,15871,1229319983,290248180,23171779,1005644106,3158840,17024533,9783938,5649574,49528321,12637,1090902,988353,23574197,1557959,15270255,132346797,43745572,-7367357
WA,6029,2062,222601518,63784278,4242062,130107327,1476464,3317118,4330898,4311411,6248869,1810,106717,123926,3040262,475563,9743593,20081346,10280885,1022628
WA,6030,25051,1662862173,352927546,30400675,1395727746,6377623,14069889,8503066,7087021,68895227,16849,2188662,1766627,36801937,2592124,17590074,179836816,44588498,-7680843
WA,6031,11443,750064055,153925623,13827445,672483483,1214759,4815595,2631224,1248072,31837480,7744,1242687,1100163,19026234,1096759,4222929,56955022,14579047,-3350998
WA,6032,170,11556864,2493447,212072,6746998,49638,218016,382511,103285,389855,118,15249,7396,177503,32562,331441,1775749,724747,234363
WA,6033,329,20846990,4551729,388063,12328000,10646,227027,399293,295206,840361,224,23687,7474,384366,89009,753807,2423913,1495400,-2949
WA,6034,2274,149235174,30004817,2776425,137738751,149963,558646,231163,110047,6357210,1460,262833,223884,3843804,247778,633286,8170110,1686075,-513292
WA,6035,6183,404090358,85049802,7414066,354723372,1294757,3282121,1368170,922037,11589698,4073,916466,371996,9977247,504574,2641581,36014478,8376543,-1097090
WA,6036,10655,703809512,146617529,12938529,625524741,1090817,4321036,2005150,987080,26706351,6984,1127482,806432,17451441,1096838,3570512,54182393,12725350,-3966319
WA,6037,2164,145207175,31202638,2672197,122827832,437697,1094085,687195,580760,3831728,1398,291210,118431,3364663,209152,1735991,13074392,4010978,-401457
WA,6038,6275,429077598,89337315,7979689,394955918,392260,1948778,950303,165836,17637057,4219,838129,607965,11670203,554157,1803067,28467850,5571385,-1402290
WA,6041,897,56084309,11849734,991322,44878655,244344,504188,325168,586025,1101079,574,76429,33739,1072150,63388,723122,4414353,2581901,93917
WA,6043,153,12408707,3237225,226733,7573440,56795,50087,208750,469060,77850,104,11126,1471,159911,7494,257889,784472,562859,114010
WA,6044,788,47855467,10215350,784063,33744938,114925,332816,754098,469629,643272,489,65270,21721,891216,45039,537062,8961558,2011018,151829
WA,6050,10515,1101530596,315605987,20995023,675802301,9255988,14532737,15520009,16414295,54199681,8403,569231,1049589,13776741,4596528,62560289,187170982,54435933,4627995
WA,6051,8877,658787124,148845331,11961681,548450387,2235365,7819530,4182544,4327944,45556207,5940,740819,1132090,13200519,1683386,7634465,63074772,23916276,-1369260
WA,6052,7469,593827798,140340687,11156537,487288990,3128099,8163920,5142567,2970794,32959065,5899,414907,614195,10306188,1058863,8949619,55133518,22368458,-1357418
WA,6053,9707,729066072,163938726,13673997,619187228,3780828,11286893,5070654,4308276,36628539,7357,613436,904771,13585617,1466183,7283335,65006221,27373021,-1918350
WA,6054,12355,833014004,179097153,15275066,690403539,4315113,10727044,4984303,3252294,40985720,8591,651305,874082,15763474,1520971,27990964,68611332,27725536,-991429
WA,6055,19874,1380781590,294529931,25718923,1206343731,2356622,8969376,5983328,5806637,55250004,13351,2212214,1972102,33290637,2426602,12420384,188350208,35186591,-3439039
WA,6056,24855,1614372729,337843554,29471305,1348895437,6735218,16435058,8369670,8362967,55544873,16080,2832524,1508854,33750662,2575134,19525144,169293683,50860491,-20155
WA,6057,10470,710470919,151742696,13236969,606141233,2684590,6604384,3823195,5291862,20705451,7457,1618046,582121,14932043,1060217,5984232,55083661,20038623,-1633239
WA,6058,8016,517764121,106235337,9472862,449945858,2681801,3855867,1922392,1321809,15879462,5236,828355,530045,10926858,784918,3222401,39110735,13389394,-1136241
